threshold,precision,recall,f1,youden_j,roc_dist_to_top_left,tp,fp,tn,fn
0.56,0.7835051546391752,0.8,0.7916666666666666,0.7408450704225351,0.2085648716666227,76,21,334,19
0.5700000000000001,0.7872340425531915,0.7789473684210526,0.783068783068783,0.7226093402520384,0.2179341713863657,74,20,335,21
0.58,0.7956989247311828,0.7789473684210526,0.7872340425531915,0.7254262416604891,0.22811891492366537,74,19,336,21
0.59,0.7956989247311828,0.7789473684210526,0.7872340425531915,0.7254262416604891,0.22743961162844556,74,19,336,21
0.6,0.7912087912087912,0.7578947368421053,0.7741935483870968,0.7043736100815419,0.22743961162844556,72,19,336,23
0.61,0.7912087912087912,0.7578947368421053,0.7741935483870968,0.7043736100815419,0.24795053833067945,72,19,336,23
0.62,0.797752808988764,0.7473684210526316,0.7717391304347826,0.6966641957005189,0.24735779130100446,71,18,337,24
0.63,0.7931034482758621,0.7263157894736842,0.7582417582417582,0.6756115641215716,0.27834145497925844,69,18,337,26
0.64,0.8117647058823529,0.7263157894736842,0.7666666666666667,0.681245366938473,0.27692671799416957,69,16,339,26
0.65,0.8292682926829268,0.7157894736842105,0.768361581920904,0.6763528539659007,0.28733427104386217,68,14,341,27
0.66,0.8395061728395061,0.7157894736842105,0.7727272727272727,0.6791697553743514,0.2865599885500268,68,13,342,27
0.67,0.8375,0.7052631578947368,0.7657142857142857,0.6686434395848777,0.2865599885500268,67,13,342,28
0.68,0.8354430379746836,0.6947368421052632,0.7586206896551724,0.658117123795404,0.2865599885500268,66,13,342,29
0.6900000000000001,0.8333333333333334,0.6842105263157895,0.7514450867052023,0.6475908080059303,0.3492933204538726,65,13,342,30
0.7000000000000001,0.8311688311688312,0.6736842105263158,0.7441860465116279,0.6370644922164566,0.3492933204538726,64,13,342,31
0.71,0.8266666666666667,0.6526315789473685,0.7294117647058823,0.6160118606375093,0.3492933204538726,62,13,342,33
0.72,0.8378378378378378,0.6526315789473685,0.7337278106508875,0.61882876204596,0.3490092411026798,62,12,343,33
0.73,0.8309859154929577,0.6210526315789474,0.7108433734939759,0.5872498146775391,0.39093782257923176,59,12,343,36
0.74,0.8405797101449275,0.6105263157894737,0.7073170731707317,0.5795404002965161,0.390704335337423,58,11,344,37
0.75,0.8382352941176471,0.6,0.6993865030674846,0.5690140845070424,0.40119836360451017,57,11,344,38
0.76,0.8507462686567164,0.6,0.7037037037037037,0.5718309859154931,0.40119836360451017,57,10,345,38
0.77,0.8461538461538461,0.5789473684210527,0.6875,0.5507783543365457,0.400990639983645,55,10,345,40
0.78,0.84375,0.5684210526315789,0.6792452830188679,0.5402520385470719,0.4324972614550612,54,10,345,41
0.79,0.84375,0.5684210526315789,0.6792452830188679,0.5402520385470719,0.4324972614550612,54,10,345,41
0.8,0.8709677419354839,0.5684210526315789,0.6878980891719745,0.5458858413639733,0.4324972614550612,54,8,347,41
0.81,0.8709677419354839,0.5684210526315789,0.6878980891719745,0.5458858413639733,0.4324972614550612,54,8,347,41
0.8200000000000001,0.8709677419354839,0.5684210526315789,0.6878980891719745,0.5458858413639733,0.4318087089791702,54,8,347,41
0.8300000000000001,0.8709677419354839,0.5684210526315789,0.6878980891719745,0.5458858413639733,0.4318087089791702,54,8,347,41
0.84,0.9152542372881356,0.5684210526315789,0.7012987012987013,0.5543365455893254,0.4318087089791702,54,5,350,41
0.85,0.9137931034482759,0.5578947368421052,0.6928104575163399,0.5438102297998517,0.44232955706185256,53,5,350,42
0.86,0.9272727272727272,0.5368421052631579,0.68,0.525574499629355,0.4422488243609363,51,4,351,44
0.87,0.9245283018867925,0.5157894736842106,0.6621621621621622,0.5045218680504078,0.4422488243609363,49,4,351,46
0.88,0.9230769230769231,0.5052631578947369,0.6530612244897959,0.49399555226093406,0.4422488243609363,48,4,351,47
0.89,0.9215686274509803,0.49473684210526314,0.6438356164383562,0.48346923647146034,0.5474843808752627,47,4,351,48
0.9,0.9183673469387755,0.47368421052631576,0.625,0.4624166048925129,0.5474843808752627,45,4,351,50
0.91,0.9318181818181818,0.43157894736842106,0.5899280575539568,0.42312824314306896,0.5684838673847277,41,3,352,54
0.92,0.9512195121951219,0.4105263157894737,0.5735294117647058,0.4048925129725722,0.5684489711565779,39,2,353,56
0.93,0.9512195121951219,0.4105263157894737,0.5735294117647058,0.4048925129725722,0.5895006056917254,39,2,353,56
0.9400000000000001,0.975,0.4105263157894737,0.5777777777777777,0.4077094143810229,0.5894804146960917,39,1,354,56
0.9500000000000001,0.9743589743589743,0.4,0.5671641791044776,0.3971830985915492,0.5894804146960917,38,1,354,57
0.96,1.0,0.4,0.5714285714285714,0.3999999999999999,0.6000066124081842,38,0,355,57
0.97,1.0,0.4,0.5714285714285714,0.3999999999999999,0.6000066124081842,38,0,355,57
0.98,1.0,0.4,0.5714285714285714,0.3999999999999999,0.6,38,0,355,57
0.99,1.0,0.4,0.5714285714285714,0.3999999999999999,0.6,38,0,355,57
1.0,0.0,0.0,0.0,0.0,0.9894736842105263,0,0,355,95
