threshold,precision,recall,f1,youden_j,roc_dist_to_top_left,tp,fp,tn,fn
0.56,0.8630952380952381,0.8100558659217877,0.8357348703170029,0.7251850172133008,0.20957529561125945,145,23,248,34
0.5700000000000001,0.8719512195121951,0.7988826815642458,0.8338192419825073,0.7213919066564967,0.21829163230707554,143,21,250,36
0.58,0.8719512195121951,0.7988826815642458,0.8338192419825073,0.7213919066564967,0.2155295709887439,143,21,250,36
0.59,0.875,0.7821229050279329,0.8259587020648967,0.7083221670205528,0.22475276751725307,140,20,251,39
0.6,0.8717948717948718,0.7597765363128491,0.8119402985074626,0.6859757983054691,0.25130432036932004,136,20,251,43
0.61,0.8766233766233766,0.7541899441340782,0.8108108108108109,0.684079243027067,0.2502455252658248,135,19,252,44
0.62,0.8758169934640523,0.7486033519553073,0.8072289156626506,0.678492650848296,0.2609900094981104,134,19,252,45
0.63,0.881578947368421,0.7486033519553073,0.8096676737160121,0.6821826877486652,0.25910501008345177,134,18,253,45
0.64,0.8866666666666667,0.7430167597765364,0.8085106382978723,0.6802861324702634,0.25910501008345177,133,17,254,46
0.65,0.8851351351351351,0.7318435754189944,0.8012232415902141,0.6691129481127214,0.2753960777612984,131,17,254,48
0.66,0.891156462585034,0.7318435754189944,0.803680981595092,0.6728029850130903,0.2753960777612984,131,16,255,48
0.67,0.891156462585034,0.7318435754189944,0.803680981595092,0.6728029850130903,0.2745790584868888,131,16,255,48
0.68,0.8958333333333334,0.7206703910614525,0.7987616099071208,0.6653198375559173,0.27928287272604524,129,15,256,50
0.6900000000000001,0.8943661971830986,0.7094972067039106,0.7912772585669782,0.6541466531983755,0.27928287272604524,127,15,256,52
0.7000000000000001,0.8936170212765957,0.7039106145251397,0.7875,0.6485600610196047,0.30121853854676595,126,15,256,53
0.71,0.8992805755395683,0.6983240223463687,0.7861635220125787,0.6466635057412027,0.30056236152717636,125,14,257,54
0.72,0.8992805755395683,0.6983240223463687,0.7861635220125787,0.6466635057412027,0.3060673201587959,125,14,257,54
0.73,0.917910447761194,0.6871508379888268,0.7859424920127795,0.6465604320847678,0.3099320375041407,123,11,260,56
0.74,0.9172932330827067,0.6815642458100558,0.782051282051282,0.6409738399059968,0.32101232156721776,122,11,260,57
0.75,0.9236641221374046,0.6759776536312849,0.7806451612903226,0.6390772846275947,0.32056663391427226,121,10,261,58
0.76,0.9307692307692308,0.6759776536312849,0.7831715210355987,0.6427673215279639,0.32611672477641507,121,9,262,58
0.77,0.9302325581395349,0.6703910614525139,0.7792207792207793,0.6371807293491929,0.3257198291549049,120,9,262,59
0.78,0.9302325581395349,0.6703910614525139,0.7792207792207793,0.6371807293491929,0.3257198291549049,120,9,262,59
0.79,0.9291338582677166,0.659217877094972,0.7712418300653595,0.6260075449916509,0.3257198291549049,118,9,262,61
0.8,0.9285714285714286,0.6536312849162011,0.7672131147540984,0.6204209528128801,0.3257198291549049,117,9,262,62
0.81,0.9274193548387096,0.6424581005586593,0.759075907590759,0.6092477684553383,0.3980359249075197,115,9,262,64
0.8200000000000001,0.9262295081967213,0.6312849162011173,0.7508305647840532,0.5980745840977963,0.3980359249075197,113,9,262,66
0.8300000000000001,0.9256198347107438,0.6256983240223464,0.7466666666666667,0.5924879919190253,0.3980359249075197,112,9,262,67
0.84,0.923728813559322,0.6089385474860335,0.734006734006734,0.5757282153827123,0.3980359249075197,109,9,262,70
0.85,0.9391304347826087,0.6033519553072626,0.7346938775510204,0.5775216970046797,0.3980359249075197,108,7,264,71
0.86,0.9391304347826087,0.6033519553072626,0.7346938775510204,0.5775216970046797,0.3972654789461461,108,7,264,71
0.87,0.9391304347826087,0.6033519553072626,0.7346938775510204,0.5775216970046797,0.3972654789461461,108,7,264,71
0.88,0.9636363636363636,0.5921787709497207,0.7335640138408305,0.5774186233482448,0.40808824636504504,106,4,267,73
0.89,0.9626168224299065,0.5754189944134078,0.7202797202797203,0.5606588468119318,0.40808824636504504,103,4,267,76
0.9,0.9619047619047619,0.5642458100558659,0.7112676056338029,0.5494856624543898,0.43600410091085817,101,4,267,78
0.91,0.9801980198019802,0.553072625698324,0.7071428571428572,0.5456925518975861,0.4358166811208273,99,2,269,80
0.92,0.9797979797979798,0.5418994413407822,0.697841726618705,0.5345193675400441,0.46374587797796774,97,2,269,82
0.93,0.9896907216494846,0.5363128491620112,0.6956521739130435,0.5326228122616423,0.4637018333202683,96,1,270,83
0.9400000000000001,0.9895833333333334,0.5307262569832403,0.6909090909090909,0.5270362200828713,0.4637018333202683,95,1,270,84
0.9500000000000001,0.9894736842105263,0.5251396648044693,0.6861313868613139,0.5214496279041003,0.4637018333202683,94,1,270,85
0.96,0.9893617021276596,0.5195530726256983,0.6813186813186813,0.5158630357253293,0.4637018333202683,93,1,270,86
0.97,0.9893617021276596,0.5195530726256983,0.6813186813186813,0.5158630357253293,0.5586714043974094,93,1,270,86
0.98,0.989247311827957,0.5139664804469274,0.6764705882352942,0.5102764435465583,0.5586714043974094,92,1,270,87
0.99,0.9879518072289156,0.4581005586592179,0.6259541984732825,0.454410521758849,0.5586714043974094,82,1,270,97
1.0,0.0,0.0,0.0,0.0,0.994413407821229,0,0,271,179
